zone_id,grid_row,grid_col,center_lat,center_lon,NDVI,NDMI,RED_BLUE_RATIO,SWIR_RATIO,SWIR_NIR_RATIO,NIR_RED_RATIO,ELEVATION_M,SLOPE_DEG,TERRAIN_ROUGHNESS_M,NEAREST_MN_SITE,DISTANCE_TO_MN_KM,NDVI_NORM,NDMI_NORM,RED_BLUE_NORM,SWIR_NORM,SWIR_NIR_NORM,NIR_RED_NORM,ELEVATION_NORM,SLOPE_NORM,ROUGHNESS_NORM,MN_PROXIMITY_SCORE,SPECTRAL_SCORE,TERRAIN_SCORE,PROSPECTIVITY_SCORE,PRIORITY
ZONE_011,1,0,21.507,85.49099999999999,0.3092804849147796,0.0009144718060269,1.2376731634140017,1.33440899848938,1.0086723566055298,1.9338088035583496,584.0,1.2200497388839722,3.337497472763061,Orissa Deposits,22.944,0.3012335887091434,0.20609855814105832,0.7259409359433939,0.3112423841463272,0.7558109559802322,0.23109967478358984,0.04499999999999993,0.07129016677458794,0.023493993195945584,0.4147957305852037,0.5020298750472908,0.04906426466861883,37.65,LOW
ZONE_012,1,1,21.507,85.493,0.3083785474300384,-0.0130352210253477,1.2224092483520508,1.3248670101165771,1.0372545719146729,1.9284353256225584,588.0,3.5109448432922363,20.60444641113281,Orissa Deposits,22.78,0.2979218119087176,0.15384935826180446,0.6737776398087392,0.2604209259151089,0.81608203190937,0.22724790387560279,0.06499999999999995,0.2051521634221557,0.44932704370025095,0.4751564225248428,0.4799270512107939,0.23635897847893755,42.93,MODERATE
ZONE_013,1,2,21.507,85.495,0.3596000373363495,0.0296647194772958,1.1363250017166138,1.3560161590576172,0.9562432765960692,2.16199278831482,608.0,8.591218948364258,26.816246032714844,Orissa Deposits,22.617,0.48599930599760544,0.3137838996975115,0.3795911200628037,0.42632399663746856,0.6452541979414597,0.3946645846344967,0.16500000000000004,0.5020036578067202,0.6025208471580096,0.5351490614648506,0.4400872524314259,0.43105771727009096,47.63,MODERATE
ZONE_014,1,3,21.507,85.497,0.4371280968189239,0.1192659139633178,1.056330919265747,1.415486216545105,0.7928864359855652,2.573652744293213,639.0,11.20103645324707,26.43136978149414,Orissa Deposits,22.455,0.7706705089580693,0.6493891905603024,0.10621728412564435,0.7430666842750879,0.3007850083601247,0.6897471850224932,0.3200000000000003,0.6545009857800256,0.5930291281108896,0.5947736474052272,0.4461898547878944,0.5357091327452772,52.35,MODERATE
ZONE_015,1,4,21.507,85.499,0.4656361639499664,0.1756068021059036,1.0391454696655271,1.4445213079452517,0.703703761100769,2.755760669708252,689.0,15.255534172058104,37.14569091796875,Orissa Deposits,22.294,0.8753477808830242,0.8604165129193834,0.047487286411095564,0.897710101053713,0.11272625534157488,0.8202842445599372,0.5700000000000003,0.8914141290307479,0.8572629582978286,0.6540301803459689,0.4703032502310008,0.7847445391016479,60.67,HIGH
ZONE_016,1,5,21.507,85.501,0.4542498290538788,0.1645151823759079,1.051601767539978,1.4293028116226196,0.7211578488349915,2.6888136863708496,748.0,8.64201545715332,39.95676803588867,Orissa Deposits,22.133,0.8335388967988236,0.8188723539717548,0.09005575931790144,0.8166550688125236,0.14953154267585078,0.772295875410985,0.8650000000000002,0.5049718085859267,0.9265890186573787,0.7132867132867124,0.45881842024249475,0.7394654290315843,61.67,HIGH
ZONE_017,1,6,21.507,85.503,0.4630407691001892,0.1581878066062927,1.0539671182632446,1.4358049631118774,0.7302063703536987,2.74538254737854,712.0,17.11385726928711,38.82471084594727,Orissa Deposits,21.973,0.8658178870745831,0.7951728843637781,0.09813916974958303,0.8512860919718301,0.16861208355072077,0.8128450868771897,0.685,1.0,0.898670515610969,0.7721751932278247,0.4774297420959329,0.8751011546832907,67.49,HIGH
ZONE_018,1,7,21.507,85.505,0.4704735577106476,0.1576508432626724,1.0475572347640991,1.4518721103668213,0.7335116267204285,2.8061232566833496,680.0,6.608046531677246,32.66364288330078,Orissa Deposits,21.814,0.8931099525436742,0.7931616640876192,0.07623386892751283,0.9368611127336823,0.17558184972488822,0.8563847272788792,0.5249999999999999,0.3861225688457848,0.7467278432684279,0.8306956201693039,0.4999756843072459,0.5359673805188423,63.95,HIGH
ZONE_019,1,8,21.507,85.507,0.487028568983078,0.1762964129447937,1.0452640056610107,1.4637267589569092,0.703852117061615,2.922694683074951,697.0,8.545150756835938,25.90629005432129,Orissa Deposits,21.656,0.9538974274966113,0.8629994812324224,0.06839692877660797,1.0,0.11303909230274023,0.9399444690779508,0.6099999999999999,0.49931179291598077,0.5800797470257855,0.8888479941111518,0.5204185155784653,0.5567486412741279,67.51,HIGH
ZONE_020,1,9,21.507,85.50900000000001,0.4704014360904693,0.1675996929407119,1.0510362386703491,1.4371403455734253,0.717261552810669,2.799858808517456,742.0,12.27213191986084,21.35155487060547,Orissa Deposits,21.498,0.8928451329607693,0.8304255265740674,0.08812310640549859,0.8583984548610673,0.1413154561694554,0.8518942986424718,0.835,0.7170874296050527,0.46775204023498057,0.9470003680529988,0.480126334324585,0.6776605839125152,70.64,HIGH
ZONE_021,2,0,21.505000000000003,85.49099999999999,0.3533678650856018,0.0421308614313602,1.155081272125244,1.373430848121643,0.9343041181564332,2.152421236038208,581.0,0.0,2.671869993209839,Orissa Deposits,23.08,0.46311572057682093,0.36047639325666037,0.4436892812315527,0.5190761420288457,0.5989912799053723,0.3878035856606725,0.03000000000000025,0.0,0.007078459616195368,0.3647405226352598,0.47689225303251853,0.011123537884858684,33.89,LOW
ZONE_022,2,1,21.505000000000003,85.493,0.3795354962348938,0.0752651467919349,1.1268649101257324,1.3644496202468872,0.8759636282920837,2.275786876678467,581.0,3.8685531616210938,12.084067344665527,Orissa Deposits,22.917,0.5591992687477766,0.48458234451940985,0.34726195961391015,0.47124134287912955,0.4759691818515348,0.4762334985292669,0.03000000000000025,0.22604799728952285,0.23919964816112055,0.42473316157526586,0.4370760192055934,0.17117909336414538,37.9,LOW
ZONE_023,2,2,21.505000000000003,85.495,0.4119995832443237,0.110384427011013,1.103790521621704,1.3797776699066162,0.8129981756210327,2.4550676345825195,609.0,8.249293327331543,20.32756423950196,Orissa Deposits,22.756,0.678402441942957,0.6161231830140824,0.26840695054339614,0.5528798657019287,0.34319446380385865,0.6047440118147405,0.16999999999999993,0.4820241981412279,0.44249864684816925,0.48398969451600937,0.43970486442289203,0.37655927331094197,44.48,MODERATE
ZONE_024,2,3,21.505000000000003,85.497,0.4461014568805694,0.1550021469593048,1.0407381057739258,1.4159876108169556,0.7335367202758789,2.620753765106201,641.0,6.503802299499512,25.801713943481445,Orissa Deposits,22.594,0.8036193176912502,0.7832408533395264,0.05293000203287157,0.745737153683419,0.1756347642932492,0.723509739530358,0.33000000000000007,0.38003135103688007,0.577500717896334,0.5436142804563859,0.42429078815287236,0.42426275578365225,47.2,MODERATE
ZONE_025,2,4,21.505000000000003,85.499,0.3753997683525085,0.0446309745311737,1.1099754571914673,1.3766285181045532,0.9279674291610718,2.227766990661621,652.0,10.898910522460938,41.149532318115234,Orissa Deposits,22.434,0.5440135071118829,0.36984067895470063,0.28954350852278,0.5361072098864508,0.5856291573600079,0.44181229085433404,0.38500000000000023,0.6368471088058186,0.9560046643887705,0.6025027603974964,0.4412715980240684,0.6570402428389586,54.89,MODERATE
ZONE_026,2,5,21.505000000000003,85.501,0.3637458980083465,0.0261074602603912,1.1106741428375244,1.382149577140808,0.9621192216873168,2.178638219833374,672.0,16.182601928710938,42.9334831237793,Orissa Deposits,22.274,0.501222273690601,0.30046002582493886,0.29193121482960827,0.5655128494911761,0.6576447537090786,0.4065962217678718,0.4849999999999999,0.9455847196851744,1.0,0.6613912403386086,0.45152196341116685,0.8237338878740699,60.99,HIGH
ZONE_027,2,6,21.505000000000003,85.503,0.3824205696582794,0.0446987859904766,1.100188374519348,1.3950544595718384,0.927945077419281,2.2788360118865967,659.0,11.05058765411377,42.28854370117188,Orissa Deposits,22.115,0.5697928180710258,0.3700946698155784,0.25609688033806766,0.6342453733450837,0.5855820244309453,0.47841915378449107,0.41999999999999993,0.645709934366777,0.9840946699558997,0.7199116672800878,0.46127915237311173,0.6795123747334806,60.84,HIGH
ZONE_028,2,7,21.505000000000003,85.505,0.4715454280376434,0.1651117205619812,1.029843807220459,1.44395649433136,0.7216655611991882,2.810328722000122,660.0,9.876413345336914,31.248504638671875,Orissa Deposits,21.957,0.8970456968076216,0.821106714491124,0.015699545802123183,0.894701854725449,0.15060215144853317,0.8593992532814521,0.42500000000000027,0.5771003690127376,0.7118280681114783,0.7780640412219357,0.46952631715303605,0.5718885680385386,61.34,HIGH
ZONE_029,2,8,21.505000000000003,85.507,0.4827439486980438,0.1778338551521301,1.0339651107788086,1.4569112062454224,0.7015616297721863,2.885688543319702,690.0,11.068277359008787,37.63994598388672,Orissa Deposits,21.8,0.9381649556804731,0.8687580399451453,0.02978379464014802,0.9636997747307312,0.10820916110801848,0.9134180416450297,0.5750000000000002,0.6467435823992848,0.8694521495207991,0.8358483621641506,0.49539042453759996,0.6920330778159537,67.09,HIGH
ZONE_030,2,9,21.505000000000003,85.50900000000001,0.44526007771492,0.1355126649141311,1.0778357982635498,1.4037245512008667,0.766951858997345,2.6321070194244385,731.0,12.819906234741213,28.620603561401367,Orissa Deposits,21.644,0.8005299017968007,0.7102421246054353,0.17970861101978874,0.6804230338462629,0.24609698498822485,0.7316478830598385,0.7800000000000002,0.7490950773411023,0.6470194481200818,0.8932646301067351,0.4540091336846666,0.7277438653724656,68.45,HIGH
ZONE_031,3,0,21.503,85.49099999999999,0.366017609834671,0.037669114768505,1.15431809425354,1.3733333349227903,0.9356396198272704,2.189977169036865,584.0,1.0498617887496948,3.511884450912476,Orissa Deposits,23.218,0.5095636528337829,0.3437647211061602,0.4410811775331549,0.5185567782684988,0.6018074409949143,0.4147241112262505,0.04499999999999993,0.06134571372368513,0.027794679966876887,0.3139492086860516,0.47891012482060763,0.046376689479537096,32.64,LOW
ZONE_032,3,1,21.503,85.493,0.3890384137630462,0.082118883728981,1.098280429840088,1.3728538751602173,0.8575950860977173,2.3013927936553955,587.0,3.9432566165924072,10.853684425354004,Orissa Deposits,23.056,0.5940925316828726,0.5102533234773214,0.2495766210920718,0.5160031339602948,0.43723559212344654,0.494588114899259,0.06000000000000005,0.2304130830674309,0.2088562612843255,0.37357379462642637,0.41653443782500554,0.17282211161227,35.06,LOW
ZONE_033,3,2,21.503,85.495,0.4113365113735199,0.0999234467744827,1.0708023309707642,1.3906537294387815,0.8215728998184204,2.413653612136841,611.0,5.344306468963623,18.553226470947266,Orissa Deposits,22.895,0.6759677432239289,0.5769411125614575,0.15567225889401337,0.610806702713135,0.3612759122704108,0.5750579632731643,0.18000000000000016,0.3122794811754465,0.3987403854839015,0.4328303275671699,0.4156113415476903,0.2985339081153491,39.91,LOW
ZONE_034,3,3,21.503,85.497,0.4058854877948761,0.0987397357821464,1.0643436908721924,1.3834633827209473,0.824935793876648,2.379936933517456,618.0,6.154104709625244,21.63216590881348,Orissa Deposits,22.735,0.6559524165169944,0.5725074699726583,0.13360033601436028,0.5725102920373537,0.3683672185576543,0.5508894594899674,0.21499999999999986,0.35959775828384,0.47467239743484263,0.49171880750828034,0.3967652834459383,0.35074082254398875,42.55,MODERATE
ZONE_035,3,4,21.503,85.499,0.4154052138328552,0.1086106225848198,1.059043288230896,1.3934775590896606,0.806786298751831,2.428962230682373,610.0,8.180233001708984,26.5962028503418,Orissa Deposits,22.576,0.6909073977350485,0.6094793190142654,0.11548660362731011,0.6258466645164074,0.3300955315343803,0.5860313574621308,0.17500000000000027,0.477988852716997,0.5970941988296319,0.5502392344497595,0.4059793890449171,0.4228238007356885,46.71,MODERATE
ZONE_036,3,5,21.503,85.501,0.3644896447658539,0.0245563276112079,1.103976488113403,1.3773785829544067,0.9632843136787416,2.166128635406494,619.0,9.316975593566896,27.54435157775879,Orissa Deposits,22.417,0.503953198281912,0.2946501889485215,0.2690424772177944,0.5401021203755674,0.6601015733474473,0.397629207491043,0.2200000000000002,0.5444112012250644,0.6204771987081195,0.6087596613912387,0.4368679879472282,0.4699076401024616,51.22,MODERATE
ZONE_037,3,6,21.503,85.503,0.3962965905666351,0.0719425529241561,1.0799682140350342,1.3945780992507937,0.8713103532791138,2.329292297363281,626.0,7.397870540618896,26.911376953125,Orissa Deposits,22.259,0.6207434492444269,0.4721374202322812,0.18699598355289648,0.6317082369314626,0.46615686014754987,0.5145868006691459,0.2549999999999999,0.4322737080374785,0.6048669414321127,0.6669120353330884,0.4316589884518446,0.4308695656446252,52.56,MODERATE
ZONE_038,3,7,21.503,85.505,0.4075981974601745,0.0919569358229637,1.0977221727371216,1.3987635374069214,0.842310905456543,2.423186779022217,610.0,8.634031295776367,30.499950408935547,Orissa Deposits,22.102,0.6622412250335045,0.5471021886455132,0.2476688189021936,0.6540002438089045,0.4050059695425756,0.5818914471561998,0.17500000000000027,0.5045052766258126,0.6933674163626223,0.7246963562753033,0.4607958364693806,0.4623123355591119,56.67,MODERATE
ZONE_039,3,8,21.503,85.507,0.4607256948947906,0.1490753144025802,1.0494215488433838,1.440902590751648,0.7440323829650879,2.7276451587677,655.0,15.128084182739258,42.255836486816406,Orissa Deposits,21.946,0.857317287892919,0.7610416362922032,0.08260502383836199,0.8784364992088909,0.1977668795273535,0.8001307223164216,0.3999999999999999,0.8839669482278807,0.9832880530537358,0.7821126242178869,0.4800677798358856,0.768573195207273,65.86,HIGH
ZONE_040,3,9,21.503,85.50900000000001,0.4611019492149353,0.1608250737190246,1.042383909225464,1.4359196424484253,0.7248089909553528,2.720712661743164,692.0,15.732837677001951,40.72945785522461,Orissa Deposits,21.79,0.8586988363367923,0.8050508865659624,0.058554413101302494,0.8518968840714054,0.15723067521628664,0.7951614285595872,0.585,0.9193040136682941,0.9456448961048574,0.8395288921604704,0.46176598293203375,0.8269150742987748,68.59,HIGH
ZONE_041,4,0,21.501,85.49099999999999,0.3374775946140289,0.0218517649918794,1.223249912261963,1.343644618988037,0.9658187627792358,2.0584216117858887,586.0,1.435529351234436,3.804237365722656,Orissa Deposits,23.357,0.4047690723993759,0.28452012840945173,0.6766505462881374,0.3604321004899038,0.6654459447519119,0.3204235717510251,0.05500000000000016,0.0838811104151644,0.035004612305345836,0.2627898417372103,0.5027079265628984,0.06055382785766955,31.83,LOW
ZONE_042,4,1,21.501,85.493,0.3158893585205078,-0.0101873343810439,1.2451094388961792,1.3278203010559082,1.033238172531128,1.9793041944503784,591.0,0.7002694010734558,8.49109935760498,Orissa Deposits,23.196,0.32550036401749705,0.16451624536178544,0.7513538551414718,0.2761504097767373,0.8076126844641442,0.26371129526093573,0.08000000000000007,0.04091826816448762,0.15059079643199969,0.32204637467795383,0.5119746147047737,0.08554454619539498,35.07,LOW
ZONE_043,4,2,21.501,85.495,0.3488082587718963,0.0410199053585529,1.1371355056762695,1.36702561378479,0.9294188022613524,2.093510150909424,584.0,2.076364755630493,10.457438468933104,Orissa Deposits,23.036,0.4463735420286733,0.3563152574806363,0.38236095715205876,0.484961308034773,0.588689655553811,0.34557544095282866,0.04499999999999993,0.12132652054757878,0.1990841454939235,0.3809348546190643,0.441154387156061,0.12175585186720855,35.32,LOW
ZONE_044,4,3,21.501,85.497,0.3264548480510711,0.0277902390807867,1.1857417821884155,1.3332618474960327,0.954940378665924,2.0024447441101074,593.0,2.756061315536499,10.678234100341797,Orissa Deposits,22.877,0.3642952291876701,0.3067629493374673,0.5484692973397105,0.3051325583935025,0.6425067880844435,0.28029870792722567,0.08999999999999986,0.16104267273997808,0.20452935052675109,0.43945528156054525,0.4420463875400081,0.1527758742540165,38.32,LOW
ZONE_045,4,4,21.501,85.499,0.2896420359611511,-0.0026530281174927,1.2457354068756104,1.3127883672714231,1.0133659839630127,1.8449112176895144,588.0,1.7959206104278564,10.066446304321287,Orissa Deposits,22.719,0.22912420115038945,0.19273632724275755,0.7534930542230547,0.19608902580564713,0.7657083683321515,0.1673768607827839,0.06499999999999995,0.10493955758593672,0.18944159736488209,0.4976076555023914,0.4725920082264518,0.1183083022438393,41.17,MODERATE
ZONE_046,4,5,21.501,85.501,0.3417934775352478,0.0319424122571945,1.186022162437439,1.349761128425598,0.9476549625396729,2.077954769134521,601.0,2.918710231781006,10.83660888671875,Orissa Deposits,22.561,0.42061633584463276,0.3223151001159751,0.5494274760180349,0.3930091606116539,0.6271440926540375,0.33442516403736566,0.1299999999999999,0.17054660360052112,0.20843514874545094,0.5557600294442393,0.47090463610633376,0.1697491860638437,44.46,MODERATE
ZONE_047,4,6,21.501,85.503,0.310365229845047,0.0048181544989347,1.2429401874542236,1.3227250576019287,0.9980615377426147,1.9318628311157229,602.0,3.472679615020752,9.706812858581545,Orissa Deposits,22.404,0.30521660655152705,0.22071997667352825,0.7439405994401667,0.24901270092012417,0.7334360118955972,0.2297047793114546,0.13500000000000023,0.2029162426902377,0.18057240988947232,0.6135443503864559,0.48865027200527156,0.17583822004293684,47.6,MODERATE
ZONE_048,4,7,21.501,85.505,0.2765656113624573,-0.0204595997929573,1.3034892082214355,1.3089649677276611,1.04874849319458,1.7849644422531128,600.0,2.0999717712402344,17.9945125579834,Orissa Deposits,22.248,0.18110956560068037,0.12604101474504642,0.9508623811799368,0.17572526799931953,0.8403191665993188,0.12440632132721174,0.125,0.12270592994887763,0.3849615267656766,0.6709606183290395,0.5285189143472611,0.20207083000925402,52.02,MODERATE
ZONE_049,4,8,21.501,85.507,0.3356238007545471,0.0177087318152189,1.1970608234405518,1.3374061584472656,0.9791028499603271,2.0556328296661377,608.0,8.54036808013916,31.08451271057129,Orissa Deposits,22.093,0.3979622242525057,0.26900221190975315,0.58715128019923,0.3272055182082081,0.6934579871524433,0.31842454058984315,0.16500000000000004,0.499032330687126,0.7077837413893452,0.7280088332719901,0.4713022633217614,0.46144805469165395,57.2,MODERATE
ZONE_050,4,9,21.501,85.50900000000001,0.3992998600006103,0.0820469558238983,1.0921599864959717,1.3903955221176147,0.8575586080551147,2.365363359451294,634.0,13.5903959274292,33.71284103393555,Orissa Deposits,21.939,0.6317709962808168,0.5099839142842308,0.22866046050425837,0.6094314681105573,0.4371586711832163,0.5404429536544182,0.29499999999999993,0.7941164702722402,0.77260289801394,0.7846889952153111,0.4404525738921459,0.6379274575130781,61.76,HIGH
ZONE_051,5,0,21.499,85.49099999999999,0.3017561435699463,0.0193946119397878,1.2348536252975464,1.3218321800231934,0.9752387404441832,1.921776533126831,581.0,3.351814746856689,5.802298545837402,Orissa Deposits,23.497,0.27360535557117494,0.2753167514960977,0.71630537382616,0.2442571574421395,0.6853097720638979,0.2224748046791718,0.03000000000000025,0.19585384487645147,0.084280282862974,0.21126242178873778,0.473920751772648,0.11262562280947286,29.66,LOW
ZONE_052,5,1,21.499,85.493,0.3194568753242492,0.0121302753686904,1.2061508893966677,1.3331611156463623,0.9842491745948792,1.9814472198486328,592.0,2.083483934402466,6.494061470031738,Orissa Deposits,23.337,0.33859974128658743,0.2481078532012354,0.6182159055216281,0.3045960518195505,0.7043099984276453,0.2652474405624903,0.08499999999999996,0.12174250968783817,0.1013403620516523,0.27015090172985,0.4670736857014022,0.10459911249063095,31.58,LOW
ZONE_053,5,2,21.499,85.495,0.3538888692855835,0.0014416693011298,1.164012789726257,1.374049186706543,1.003714084625244,2.117518186569214,595.0,1.6913541555404663,4.855949878692627,Orissa Deposits,23.178,0.4650287684893587,0.2080731999937821,0.4742120793251354,0.5223694669981791,0.7453554897482104,0.362784677580815,0.10000000000000009,0.09882951160144395,0.06094167560761536,0.3286713286713292,0.497152110133228,0.08781430732286222,34.79,LOW
ZONE_054,5,3,21.499,85.497,0.338424801826477,0.0094397254288196,1.1995770931243896,1.3523842096328735,0.9886613488197328,2.048622369766236,597.0,0.9496831893920898,5.69600248336792,Orissa Deposits,23.02,0.4082470727313853,0.23803027778127747,0.5957504449705193,0.40697991878115847,0.7136139129368075,0.31339936214550734,0.10999999999999988,0.055492059706283244,0.08165883672911813,0.3868237026131771,0.4940058278737608,0.0796944749012487,36.83,LOW
ZONE_055,5,4,21.499,85.499,0.3343134820461273,-5.546999091166072e-05,1.2063008546829224,1.3471962213516235,1.0101503133773804,2.036658525466919,599.0,2.1707603931427,5.099019527435303,Orissa Deposits,22.863,0.39315093392127676,0.20246559765711827,0.6187284007500851,0.37934824292509717,0.7589275109376676,0.30482354068118966,0.1200000000000001,0.12684226349359548,0.06693619672298713,0.444608023555392,0.49821117401172366,0.10681776441433437,39.85,LOW
ZONE_056,5,5,21.499,85.501,0.3922530710697174,0.0570276565849781,1.1338757276535034,1.4141640663146973,0.9035931825637816,2.323950290679932,602.0,0.5146805644035339,4.833014011383057,Orissa Deposits,22.706,0.6058962627281649,0.41627300734346556,0.37122090784985495,0.7360247973973397,0.5342313895001154,0.5107575887175824,0.13500000000000023,0.030073907728983492,0.06037603715132196,0.5023923444976068,0.5204596886462984,0.07064237423699006,42.33,MODERATE
ZONE_057,5,6,21.499,85.503,0.3588070571422577,0.0187534727156162,1.183716893196106,1.3753340244293213,0.9744993448257446,2.155457019805908,599.0,1.001596212387085,3.0225489139556885,Orissa Deposits,22.55,0.48308760374060944,0.27291533578902005,0.5415493895888512,0.5292126242219064,0.6837506147705046,0.38997967044953574,0.1200000000000001,0.05852545084529662,0.01572681290094549,0.5598086124401904,0.5173065800325652,0.06412822420840232,44.37,MODERATE
ZONE_058,5,7,21.499,85.505,0.296408861875534,0.0129115181043744,1.2344480752944946,1.3189811706542969,0.9861778020858764,1.886896610260009,595.0,0.6433408856391907,3.784308195114136,Orissa Deposits,22.395,0.2539709532312201,0.2510340328916699,0.7149194368092977,0.22907243410175493,0.7083768789227949,0.1974724740142606,0.10000000000000009,0.03759181086509023,0.034513124229222064,0.6168568273831427,0.46814358974409315,0.05539066161480274,44.51,MODERATE
ZONE_059,5,8,21.499,85.507,0.2533132135868072,-0.0193548779934644,1.3178677558898926,1.2878835201263428,1.0479892492294312,1.6991475820541382,599.0,0.7918844223022461,10.70594596862793,Orissa Deposits,22.241,0.09573030948764294,0.1301787997708824,1.0000000000000004,0.06344364839708305,0.8387181552649179,0.06289180698864505,0.1200000000000001,0.046271533637444705,0.2052127734898685,0.673536989326462,0.5060561941776394,0.11607244550193846,49.51,MODERATE
ZONE_060,5,9,21.499,85.50900000000001,0.2856360673904419,0.0030767091084271,1.2643465995788574,1.31511127948761,1.0018541812896729,1.830876111984253,600.0,3.608682870864868,11.77096176147461,Orissa Deposits,22.088,0.2144148959045652,0.21419731489256122,0.8170954231079945,0.20846105787667923,0.7414335272989527,0.1573163352736029,0.125,0.21086320950806844,0.23147791885642344,0.72984909827015,0.4905477786416553,0.1912886594601544,52.64,MODERATE
