zone_id,grid_row,grid_col,center_lat,center_lon,min_lat,max_lat,min_lon,max_lon,NDVI,NDMI,RED_BLUE_RATIO,SWIR_RATIO,SWIR_NIR_RATIO,NIR_RED_RATIO
ZONE_063,6,2,21.497,85.495,21.496,21.498,85.494,85.496,0.3393711447715759,0.0373743437230587,1.2086987495422363,1.343309760093689,0.935591459274292,2.0599308013916016
ZONE_064,6,3,21.497,85.497,21.496,21.498,85.496,85.498,0.39697909355163574,0.06959766149520874,1.1294498443603516,1.3838796615600586,0.8766975998878479,2.3477253913879395
ZONE_065,6,4,21.497,85.499,21.496,21.498,85.498,85.5,0.4129539430141449,0.06663736701011658,1.1182739734649658,1.4099568128585815,0.8886210918426514,2.4564661979675293
ZONE_066,6,5,21.497,85.501,21.496,21.498,85.5,85.502,0.4465676248073578,0.10714404284954071,1.0796209573745728,1.4591896533966064,0.8116685152053833,2.6394355297088623
ZONE_067,6,6,21.497,85.503,21.496,21.498,85.502,85.504,0.36650314927101135,0.05130660533905029,1.153006911277771,1.3756295442581177,0.9099816679954529,2.1945321559906006
ZONE_068,6,7,21.497,85.505,21.496,21.498,85.504,85.506,0.22724178433418274,-0.05411051586270332,1.3054993152618408,1.2759716510772705,1.1244735717773438,1.611409306526184
ZONE_069,6,8,21.497,85.507,21.496,21.498,85.506,85.50800000000001,0.3429366946220398,0.02642533741891384,1.1887357234954834,1.3416283130645752,0.9722620844841003,2.1320254802703857
ZONE_070,6,9,21.497,85.50900000000001,21.496,21.498,85.50800000000001,85.51,0.40704289078712463,0.08926934003829956,1.1402835845947266,1.3888503313064575,0.8551564812660217,2.453089475631714
ZONE_071,7,0,21.494999999999997,85.49099999999999,21.494,21.496,85.49,85.49199999999999,0.2574041783809662,-0.020779302343726158,1.285178780555725,1.2902213335037231,1.0563173294067383,1.7409145832061768
ZONE_072,7,1,21.494999999999997,85.493,21.494,21.496,85.49199999999999,85.494,0.34511008858680725,0.014159348793327808,1.1851115226745605,1.3563064336776733,0.9838711023330688,2.082923412322998
ZONE_073,7,2,21.494999999999997,85.495,21.494,21.496,85.494,85.496,0.3325730264186859,0.0023342713247984648,1.2088180780410767,1.3496336936950684,1.0041415691375732,2.0313613414764404
ZONE_074,7,3,21.494999999999997,85.497,21.494,21.496,85.496,85.498,0.38193410634994507,0.049916915595531464,1.1518361568450928,1.3776814937591553,0.9112281799316406,2.26831316947937
ZONE_075,7,4,21.494999999999997,85.499,21.494,21.496,85.498,85.5,0.4097689092159271,0.06973067671060562,1.1051865816116333,1.403701901435852,0.8767201900482178,2.4161670207977295
ZONE_076,7,5,21.494999999999997,85.501,21.494,21.496,85.5,85.502,0.36740273237228394,0.017787592485547066,1.1448029279708862,1.3808298110961914,0.9706304669380188,2.186896800994873
ZONE_077,7,6,21.494999999999997,85.503,21.494,21.496,85.502,85.504,0.3931814134120941,0.05805107206106186,1.1271153688430786,1.3970928192138672,0.895943820476532,2.3243651390075684
ZONE_078,7,7,21.494999999999997,85.505,21.494,21.496,85.504,85.506,0.2543284296989441,-0.039083611220121384,1.2867624759674072,1.2927920818328857,1.099791407585144,1.7394912242889404
ZONE_079,7,8,21.494999999999997,85.507,21.494,21.496,85.506,85.50800000000001,0.38092607259750366,0.05450957268476486,1.1450623273849487,1.3555632829666138,0.9175323843955994,2.301041603088379
ZONE_080,7,9,21.494999999999997,85.50900000000001,21.494,21.496,85.50800000000001,85.51,0.45069125294685364,0.13406185805797577,1.084287166595459,1.4233378171920776,0.7692383527755737,2.668091297149658
ZONE_081,8,0,21.493,85.49099999999999,21.491999999999997,21.494,85.49,85.49199999999999,0.3392215967178345,0.0541239008307457,1.2119253873825073,1.3575594425201416,0.9086049795150757,2.0890398025512695
ZONE_082,8,1,21.493,85.493,21.491999999999997,21.494,85.49199999999999,85.494,0.3037783205509186,-0.008640787564218044,1.2560774087905884,1.3289860486984253,1.0269685983657837,1.9082673788070679
ZONE_083,8,2,21.493,85.495,21.491999999999997,21.494,85.494,85.496,0.3472786247730255,0.010597261600196362,1.1998988389968872,1.3660449981689453,0.9846112132072449,2.0874722003936768
ZONE_084,8,3,21.493,85.497,21.491999999999997,21.494,85.496,85.498,0.3173336684703827,0.018858660012483597,1.2387759685516357,1.3152928352355957,0.9719069600105286,1.9750746488571167
ZONE_085,8,4,21.493,85.499,21.491999999999997,21.494,85.498,85.5,0.28943049907684326,-0.03556536138057709,1.2541720867156982,1.2909191846847534,1.087079405784607,1.8636460304260254
ZONE_086,8,5,21.493,85.501,21.491999999999997,21.494,85.5,85.502,0.34681689739227295,0.00791182927787304,1.166569709777832,1.3524976968765259,0.9920677542686462,2.0936696529388428
ZONE_087,8,6,21.493,85.503,21.491999999999997,21.494,85.502,85.504,0.38614484667778015,0.03727295622229576,1.1230785846710205,1.409203290939331,0.9309356808662415,2.2692549228668213
ZONE_088,8,7,21.493,85.505,21.491999999999997,21.494,85.504,85.506,0.35769370198249817,0.03340945392847061,1.1625851392745972,1.368343710899353,0.947685718536377,2.1684658527374268
ZONE_089,8,8,21.493,85.507,21.491999999999997,21.494,85.506,85.50800000000001,0.39637255668640137,0.08740495890378952,1.1235507726669312,1.3950740098953247,0.8503960371017456,2.377044916152954
ZONE_090,8,9,21.493,85.50900000000001,21.491999999999997,21.494,85.50800000000001,85.51,0.42885521054267883,0.10520146042108536,1.0825538635253906,1.435664176940918,0.8137815594673157,2.518932580947876
ZONE_091,9,0,21.491,85.49099999999999,21.49,21.491999999999997,85.49,85.49199999999999,0.293901264667511,-0.023861587047576904,1.254947543144226,1.301762580871582,1.0601930618286133,1.8676762580871582
ZONE_092,9,1,21.491,85.493,21.49,21.491999999999997,85.49199999999999,85.494,0.38070735335350037,0.08900202065706253,1.127734899520874,1.373645305633545,0.849664568901062,2.302003860473633
ZONE_093,9,2,21.491,85.495,21.49,21.491999999999997,85.494,85.496,0.4211609661579132,0.13308268785476685,1.076616644859314,1.3991719484329224,0.7772741317749023,2.5204882621765137
ZONE_094,9,3,21.491,85.497,21.49,21.491999999999997,85.496,85.498,0.3650771677494049,0.07438693940639496,1.1590224504470825,1.366421103477478,0.8721001148223877,2.2101781368255615
ZONE_095,9,4,21.491,85.499,21.49,21.491999999999997,85.498,85.5,0.2851313352584839,-0.01723221130669117,1.2497928142547607,1.2989444732666016,1.0476099252700806,1.8371323347091675
ZONE_096,9,5,21.491,85.501,21.49,21.491999999999997,85.5,85.502,0.2919430434703827,-0.02959764003753662,1.2292509078979492,1.2961219549179077,1.072760820388794,1.8605579137802124
ZONE_097,9,6,21.491,85.503,21.49,21.491999999999997,85.502,85.504,0.3238367438316345,-0.007636557798832655,1.202016830444336,1.3262680768966675,1.0266635417938232,2.0072388648986816
ZONE_098,9,7,21.491,85.505,21.49,21.491999999999997,85.504,85.506,0.26969173550605774,0.00361621449701488,1.1865698099136353,1.3432844877243042,1.0038068294525146,1.8373134136199951
ZONE_099,9,8,21.491,85.507,21.49,21.491999999999997,85.506,85.50800000000001,0.35482826828956604,0.038077980279922485,1.1659621000289917,1.3685027360916138,0.9407735466957092,2.157965660095215
ZONE_100,9,9,21.491,85.50900000000001,21.49,21.491999999999997,85.50800000000001,85.51,0.30677157640457153,0.03332073241472244,1.2105737924575806,1.3356969356536865,0.9460954666137695,1.9554603099822998
