zone_id,grid_row,grid_col,center_lat,center_lon,NDVI,NDMI,RED_BLUE_RATIO,SWIR_RATIO,SWIR_NIR_RATIO,NIR_RED_RATIO,ELEVATION_M,SLOPE_DEG,TERRAIN_ROUGHNESS_M,NEAREST_MN_SITE,DISTANCE_TO_MN_KM,NDVI_NORM,NDMI_NORM,RED_BLUE_NORM,SWIR_NORM,SWIR_NIR_NORM,NIR_RED_NORM,ELEVATION_NORM,SLOPE_NORM,ROUGHNESS_NORM,MN_PROXIMITY_SCORE,SPECTRAL_SCORE,TERRAIN_SCORE,PROSPECTIVITY_SCORE,PRIORITY,EXPLANATION,RECOMMENDATION,EVIDENCE_CONFIDENCE
ZONE_012,1,1,21.507,85.493,0.3083785474300384,-0.0130352210253477,1.2224092483520508,1.3248670101165771,1.0372545719146729,1.9284353256225584,588.0,3.5109448432922363,20.60444641113281,Orissa Deposits,22.78,0.2979218119087176,0.1538493582618044,0.6737776398087392,0.2604209259151089,0.81608203190937,0.2272479038756027,0.0649999999999999,0.2051521634221557,0.4493270437002509,0.4751564225248428,0.4799270512107939,0.2363589784789375,42.93,MODERATE,Moderate proximity to known manganese occurrence evidence; Moderate satellite spectral evidence; Limited terrain evidence,Conduct preliminary field reconnaissance and geological validation before further investment.,39.71
ZONE_013,1,2,21.507,85.495,0.3596000373363495,0.0296647194772958,1.1363250017166138,1.3560161590576172,0.9562432765960692,2.16199278831482,608.0,8.591218948364258,26.816246032714844,Orissa Deposits,22.617,0.4859993059976054,0.3137838996975115,0.3795911200628037,0.4263239966374685,0.6452541979414597,0.3946645846344967,0.165,0.5020036578067202,0.6025208471580096,0.5351490614648506,0.4400872524314259,0.4310577172700909,47.63,MODERATE,Moderate proximity to known manganese occurrence evidence; Moderate satellite spectral evidence; Moderate terrain evidence,Conduct preliminary field reconnaissance and geological validation before further investment.,46.88
ZONE_014,1,3,21.507,85.497,0.4371280968189239,0.1192659139633178,1.056330919265747,1.415486216545105,0.7928864359855652,2.573652744293213,639.0,11.20103645324707,26.43136978149414,Orissa Deposits,22.455,0.7706705089580693,0.6493891905603024,0.1062172841256443,0.7430666842750879,0.3007850083601247,0.6897471850224932,0.3200000000000003,0.6545009857800256,0.5930291281108896,0.5947736474052272,0.4461898547878944,0.5357091327452772,52.35,MODERATE,Moderate proximity to known manganese occurrence evidence; Moderate satellite spectral evidence; Moderate terrain evidence,Conduct preliminary field reconnaissance and geological validation before further investment.,52.56
ZONE_015,1,4,21.507,85.499,0.4656361639499664,0.1756068021059036,1.0391454696655271,1.4445213079452517,0.703703761100769,2.755760669708252,689.0,15.255534172058104,37.14569091796875,Orissa Deposits,22.294,0.8753477808830242,0.8604165129193834,0.0474872864110955,0.897710101053713,0.1127262553415748,0.8202842445599372,0.5700000000000003,0.8914141290307479,0.8572629582978286,0.6540301803459689,0.4703032502310008,0.7847445391016479,60.67,HIGH,Moderate proximity to known manganese occurrence evidence; Moderate satellite spectral evidence; Strong terrain characteristics for exploration prioritization,"Prioritize detailed geological mapping, ground validation, and targeted sampling.",63.64
ZONE_016,1,5,21.507,85.501,0.4542498290538788,0.1645151823759079,1.051601767539978,1.4293028116226196,0.7211578488349915,2.6888136863708496,748.0,8.64201545715332,39.95676803588867,Orissa Deposits,22.133,0.8335388967988236,0.8188723539717548,0.0900557593179014,0.8166550688125236,0.1495315426758507,0.772295875410985,0.8650000000000002,0.5049718085859267,0.9265890186573787,0.7132867132867124,0.4588184202424947,0.7394654290315843,61.67,HIGH,Strong proximity to known manganese occurrence evidence; Moderate satellite spectral evidence; Strong terrain characteristics for exploration prioritization,"Prioritize detailed geological mapping, ground validation, and targeted sampling.",63.72
ZONE_017,1,6,21.507,85.503,0.4630407691001892,0.1581878066062927,1.0539671182632446,1.4358049631118774,0.7302063703536987,2.74538254737854,712.0,17.11385726928711,38.82471084594727,Orissa Deposits,21.973,0.8658178870745831,0.7951728843637781,0.098139169749583,0.8512860919718301,0.1686120835507207,0.8128450868771897,0.685,1.0,0.898670515610969,0.7721751932278247,0.4774297420959329,0.8751011546832907,67.49,HIGH,Strong proximity to known manganese occurrence evidence; Moderate satellite spectral evidence; Strong terrain characteristics for exploration prioritization,"Prioritize detailed geological mapping, ground validation, and targeted sampling.",70.82
ZONE_018,1,7,21.507,85.505,0.4704735577106476,0.1576508432626724,1.0475572347640991,1.4518721103668213,0.7335116267204285,2.8061232566833496,680.0,6.608046531677246,32.66364288330078,Orissa Deposits,21.814,0.8931099525436742,0.7931616640876192,0.0762338689275128,0.9368611127336824,0.1755818497248882,0.8563847272788792,0.5249999999999999,0.3861225688457848,0.7467278432684279,0.8306956201693039,0.4999756843072459,0.5359673805188423,63.95,HIGH,Strong proximity to known manganese occurrence evidence; Moderate satellite spectral evidence; Moderate terrain evidence,"Prioritize detailed geological mapping, ground validation, and targeted sampling.",62.22
ZONE_019,1,8,21.507,85.507,0.487028568983078,0.1762964129447937,1.0452640056610107,1.4637267589569092,0.703852117061615,2.922694683074951,697.0,8.545150756835938,25.90629005432129,Orissa Deposits,21.656,0.9538974274966112,0.8629994812324224,0.0683969287766079,1.0,0.1130390923027402,0.9399444690779508,0.6099999999999999,0.4993117929159807,0.5800797470257855,0.8888479941111518,0.5204185155784653,0.5567486412741279,67.51,HIGH,Strong proximity to known manganese occurrence evidence; Moderate satellite spectral evidence; Moderate terrain evidence,"Prioritize detailed geological mapping, ground validation, and targeted sampling.",65.53
ZONE_020,1,9,21.507,85.50900000000001,0.4704014360904693,0.1675996929407119,1.0510362386703491,1.4371403455734253,0.717261552810669,2.799858808517456,742.0,12.27213191986084,21.35155487060547,Orissa Deposits,21.498,0.8928451329607693,0.8304255265740674,0.0881231064054985,0.8583984548610673,0.1413154561694554,0.8518942986424718,0.835,0.7170874296050527,0.4677520402349805,0.9470003680529988,0.480126334324585,0.6776605839125152,70.64,HIGH,Strong proximity to known manganese occurrence evidence; Moderate satellite spectral evidence; Moderate terrain evidence,"Prioritize detailed geological mapping, ground validation, and targeted sampling.",70.16
ZONE_021,2,0,21.505000000000003,85.49099999999999,0.3533678650856018,0.0421308614313602,1.155081272125244,1.373430848121643,0.9343041181564332,2.152421236038208,581.0,0.0,2.671869993209839,Orissa Deposits,23.08,0.4631157205768209,0.3604763932566603,0.4436892812315527,0.5190761420288457,0.5989912799053723,0.3878035856606725,0.0300000000000002,0.0,0.0070784596161953,0.3647405226352598,0.4768922530325185,0.0111235378848586,33.89,LOW,Limited proximity to known manganese occurrence evidence; Moderate satellite spectral evidence; Limited terrain evidence,Maintain as a lower-priority area. Reassess when additional geological evidence becomes available.,28.43
ZONE_022,2,1,21.505000000000003,85.493,0.3795354962348938,0.0752651467919349,1.1268649101257324,1.3644496202468872,0.8759636282920837,2.275786876678467,581.0,3.8685531616210938,12.084067344665527,Orissa Deposits,22.917,0.5591992687477766,0.4845823445194098,0.3472619596139101,0.4712413428791295,0.4759691818515348,0.4762334985292669,0.0300000000000002,0.2260479972895228,0.2391996481611205,0.4247331615752658,0.4370760192055934,0.1711790933641453,37.9,LOW,Moderate proximity to known manganese occurrence evidence; Moderate satellite spectral evidence; Limited terrain evidence,Maintain as a lower-priority area. Reassess when additional geological evidence becomes available.,34.43
ZONE_023,2,2,21.505000000000003,85.495,0.4119995832443237,0.110384427011013,1.103790521621704,1.3797776699066162,0.8129981756210327,2.4550676345825195,609.0,8.249293327331543,20.32756423950196,Orissa Deposits,22.756,0.678402441942957,0.6161231830140824,0.2684069505433961,0.5528798657019287,0.3431944638038586,0.6047440118147405,0.1699999999999999,0.4820241981412279,0.4424986468481692,0.4839896945160093,0.439704864422892,0.3765592733109419,44.48,MODERATE,Moderate proximity to known manganese occurrence evidence; Moderate satellite spectral evidence; Limited terrain evidence,Conduct preliminary field reconnaissance and geological validation before further investment.,43.34
ZONE_024,2,3,21.505000000000003,85.497,0.4461014568805694,0.1550021469593048,1.0407381057739258,1.4159876108169556,0.7335367202758789,2.620753765106201,641.0,6.503802299499512,25.801713943481445,Orissa Deposits,22.594,0.8036193176912502,0.7832408533395264,0.0529300020328715,0.745737153683419,0.1756347642932492,0.723509739530358,0.33,0.38003135103688,0.577500717896334,0.5436142804563859,0.4242907881528723,0.4242627557836522,47.2,MODERATE,Moderate proximity to known manganese occurrence evidence; Moderate satellite spectral evidence; Moderate terrain evidence,Conduct preliminary field reconnaissance and geological validation before further investment.,46.41
ZONE_025,2,4,21.505000000000003,85.499,0.3753997683525085,0.0446309745311737,1.1099754571914673,1.3766285181045532,0.9279674291610718,2.227766990661621,652.0,10.898910522460938,41.149532318115234,Orissa Deposits,22.434,0.5440135071118829,0.3698406789547006,0.28954350852278,0.5361072098864508,0.5856291573600079,0.441812290854334,0.3850000000000002,0.6368471088058186,0.9560046643887704,0.6025027603974964,0.4412715980240684,0.6570402428389586,54.89,MODERATE,Moderate proximity to known manganese occurrence evidence; Moderate satellite spectral evidence; Moderate terrain evidence,Conduct preliminary field reconnaissance and geological validation before further investment.,56.69
ZONE_026,2,5,21.505000000000003,85.501,0.3637458980083465,0.0261074602603912,1.1106741428375244,1.382149577140808,0.9621192216873168,2.178638219833374,672.0,16.182601928710938,42.9334831237793,Orissa Deposits,22.274,0.501222273690601,0.3004600258249388,0.2919312148296082,0.5655128494911761,0.6576447537090786,0.4065962217678718,0.4849999999999999,0.9455847196851744,1.0,0.6613912403386086,0.4515219634111668,0.8237338878740699,60.99,HIGH,Moderate proximity to known manganese occurrence evidence; Moderate satellite spectral evidence; Strong terrain characteristics for exploration prioritization,"Prioritize detailed geological mapping, ground validation, and targeted sampling.",64.55
ZONE_027,2,6,21.505000000000003,85.503,0.3824205696582794,0.0446987859904766,1.100188374519348,1.3950544595718384,0.927945077419281,2.2788360118865967,659.0,11.05058765411377,42.28854370117188,Orissa Deposits,22.115,0.5697928180710258,0.3700946698155784,0.2560968803380676,0.6342453733450837,0.5855820244309453,0.478419153784491,0.4199999999999999,0.645709934366777,0.9840946699558996,0.7199116672800878,0.4612791523731117,0.6795123747334806,60.84,HIGH,Strong proximity to known manganese occurrence evidence; Moderate satellite spectral evidence; Moderate terrain evidence,"Prioritize detailed geological mapping, ground validation, and targeted sampling.",62.02
ZONE_028,2,7,21.505000000000003,85.505,0.4715454280376434,0.1651117205619812,1.029843807220459,1.44395649433136,0.7216655611991882,2.810328722000122,660.0,9.876413345336914,31.248504638671875,Orissa Deposits,21.957,0.8970456968076216,0.821106714491124,0.0156995458021231,0.894701854725449,0.1506021514485331,0.8593992532814521,0.4250000000000002,0.5771003690127376,0.7118280681114783,0.7780640412219357,0.469526317153036,0.5718885680385386,61.34,HIGH,Strong proximity to known manganese occurrence evidence; Moderate satellite spectral evidence; Moderate terrain evidence,"Prioritize detailed geological mapping, ground validation, and targeted sampling.",60.65
ZONE_029,2,8,21.505000000000003,85.507,0.4827439486980438,0.1778338551521301,1.0339651107788086,1.4569112062454224,0.7015616297721863,2.885688543319702,690.0,11.068277359008787,37.63994598388672,Orissa Deposits,21.8,0.9381649556804732,0.8687580399451453,0.029783794640148,0.9636997747307312,0.1082091611080184,0.9134180416450296,0.5750000000000002,0.6467435823992848,0.8694521495207991,0.8358483621641506,0.4953904245375999,0.6920330778159537,67.09,HIGH,Strong proximity to known manganese occurrence evidence; Moderate satellite spectral evidence; Moderate terrain evidence,"Prioritize detailed geological mapping, ground validation, and targeted sampling.",67.44
ZONE_030,2,9,21.505000000000003,85.50900000000001,0.44526007771492,0.1355126649141311,1.0778357982635498,1.4037245512008667,0.766951858997345,2.6321070194244385,731.0,12.819906234741213,28.620603561401367,Orissa Deposits,21.644,0.8005299017968007,0.7102421246054353,0.1797086110197887,0.6804230338462629,0.2460969849882248,0.7316478830598385,0.7800000000000002,0.7490950773411023,0.6470194481200818,0.8932646301067351,0.4540091336846666,0.7277438653724656,68.45,HIGH,Strong proximity to known manganese occurrence evidence; Moderate satellite spectral evidence; Strong terrain characteristics for exploration prioritization,"Prioritize detailed geological mapping, ground validation, and targeted sampling.",69.17
ZONE_031,3,0,21.503,85.49099999999999,0.366017609834671,0.037669114768505,1.15431809425354,1.3733333349227903,0.9356396198272704,2.189977169036865,584.0,1.0498617887496948,3.511884450912476,Orissa Deposits,23.218,0.5095636528337829,0.3437647211061602,0.4410811775331549,0.5185567782684988,0.6018074409949143,0.4147241112262505,0.0449999999999999,0.0613457137236851,0.0277946799668768,0.3139492086860516,0.4789101248206076,0.046376689479537,32.64,LOW,Limited proximity to known manganese occurrence evidence; Moderate satellite spectral evidence; Limited terrain evidence,Maintain as a lower-priority area. Reassess when additional geological evidence becomes available.,27.97
ZONE_032,3,1,21.503,85.493,0.3890384137630462,0.082118883728981,1.098280429840088,1.3728538751602173,0.8575950860977173,2.3013927936553955,587.0,3.9432566165924072,10.853684425354004,Orissa Deposits,23.056,0.5940925316828726,0.5102533234773214,0.2495766210920718,0.5160031339602948,0.4372355921234465,0.494588114899259,0.06,0.2304130830674309,0.2088562612843255,0.3735737946264263,0.4165344378250055,0.17282211161227,35.06,LOW,Limited proximity to known manganese occurrence evidence; Moderate satellite spectral evidence; Limited terrain evidence,Maintain as a lower-priority area. Reassess when additional geological evidence becomes available.,32.1
ZONE_033,3,2,21.503,85.495,0.4113365113735199,0.0999234467744827,1.0708023309707642,1.3906537294387815,0.8215728998184204,2.413653612136841,611.0,5.344306468963623,18.553226470947266,Orissa Deposits,22.895,0.6759677432239289,0.5769411125614575,0.1556722588940133,0.610806702713135,0.3612759122704108,0.5750579632731643,0.1800000000000001,0.3122794811754465,0.3987403854839015,0.4328303275671699,0.4156113415476903,0.2985339081153491,39.91,LOW,Moderate proximity to known manganese occurrence evidence; Moderate satellite spectral evidence; Limited terrain evidence,Maintain as a lower-priority area. Reassess when additional geological evidence becomes available.,38.23
ZONE_034,3,3,21.503,85.497,0.4058854877948761,0.0987397357821464,1.0643436908721924,1.3834633827209473,0.824935793876648,2.379936933517456,618.0,6.154104709625244,21.63216590881348,Orissa Deposits,22.735,0.6559524165169944,0.5725074699726583,0.1336003360143602,0.5725102920373537,0.3683672185576543,0.5508894594899674,0.2149999999999998,0.35959775828384,0.4746723974348426,0.4917188075082803,0.3967652834459383,0.3507408225439887,42.55,MODERATE,Moderate proximity to known manganese occurrence evidence; Weak satellite spectral evidence; Limited terrain evidence,Conduct preliminary field reconnaissance and geological validation before further investment.,41.31
ZONE_035,3,4,21.503,85.499,0.4154052138328552,0.1086106225848198,1.059043288230896,1.3934775590896606,0.806786298751831,2.428962230682373,610.0,8.180233001708984,26.5962028503418,Orissa Deposits,22.576,0.6909073977350485,0.6094793190142654,0.1154866036273101,0.6258466645164074,0.3300955315343803,0.5860313574621308,0.1750000000000002,0.477988852716997,0.5970941988296319,0.5502392344497595,0.4059793890449171,0.4228238007356885,46.71,MODERATE,Moderate proximity to known manganese occurrence evidence; Moderate satellite spectral evidence; Moderate terrain evidence,Conduct preliminary field reconnaissance and geological validation before further investment.,45.97
ZONE_036,3,5,21.503,85.501,0.3644896447658539,0.0245563276112079,1.103976488113403,1.3773785829544067,0.9632843136787416,2.166128635406494,619.0,9.316975593566896,27.54435157775879,Orissa Deposits,22.417,0.503953198281912,0.2946501889485215,0.2690424772177944,0.5401021203755674,0.6601015733474473,0.397629207491043,0.2200000000000002,0.5444112012250644,0.6204771987081195,0.6087596613912387,0.4368679879472282,0.4699076401024616,51.22,MODERATE,Moderate proximity to known manganese occurrence evidence; Moderate satellite spectral evidence; Moderate terrain evidence,Conduct preliminary field reconnaissance and geological validation before further investment.,50.52
ZONE_037,3,6,21.503,85.503,0.3962965905666351,0.0719425529241561,1.0799682140350342,1.3945780992507937,0.8713103532791138,2.329292297363281,626.0,7.397870540618896,26.911376953125,Orissa Deposits,22.259,0.6207434492444269,0.4721374202322812,0.1869959835528964,0.6317082369314626,0.4661568601475498,0.5145868006691459,0.2549999999999999,0.4322737080374785,0.6048669414321127,0.6669120353330884,0.4316589884518446,0.4308695656446252,52.56,MODERATE,Moderate proximity to known manganese occurrence evidence; Moderate satellite spectral evidence; Moderate terrain evidence,Conduct preliminary field reconnaissance and geological validation before further investment.,50.98
ZONE_038,3,7,21.503,85.505,0.4075981974601745,0.0919569358229637,1.0977221727371216,1.3987635374069214,0.842310905456543,2.423186779022217,610.0,8.634031295776367,30.499950408935547,Orissa Deposits,22.102,0.6622412250335045,0.5471021886455132,0.2476688189021936,0.6540002438089045,0.4050059695425756,0.5818914471561998,0.1750000000000002,0.5045052766258126,0.6933674163626223,0.7246963562753033,0.4607958364693806,0.4623123355591119,56.67,MODERATE,Strong proximity to known manganese occurrence evidence; Moderate satellite spectral evidence; Moderate terrain evidence,Conduct preliminary field reconnaissance and geological validation before further investment.,54.93
ZONE_039,3,8,21.503,85.507,0.4607256948947906,0.1490753144025802,1.0494215488433838,1.440902590751648,0.7440323829650879,2.7276451587677,655.0,15.128084182739258,42.255836486816406,Orissa Deposits,21.946,0.857317287892919,0.7610416362922032,0.0826050238383619,0.8784364992088909,0.1977668795273535,0.8001307223164216,0.3999999999999999,0.8839669482278807,0.9832880530537358,0.7821126242178869,0.4800677798358856,0.768573195207273,65.86,HIGH,Strong proximity to known manganese occurrence evidence; Moderate satellite spectral evidence; Strong terrain characteristics for exploration prioritization,"Prioritize detailed geological mapping, ground validation, and targeted sampling.",67.69
ZONE_040,3,9,21.503,85.50900000000001,0.4611019492149353,0.1608250737190246,1.042383909225464,1.4359196424484253,0.7248089909553528,2.720712661743164,692.0,15.732837677001951,40.72945785522461,Orissa Deposits,21.79,0.8586988363367923,0.8050508865659624,0.0585544131013024,0.8518968840714054,0.1572306752162866,0.7951614285595872,0.585,0.919304013668294,0.9456448961048574,0.8395288921604704,0.4617659829320337,0.8269150742987748,68.59,HIGH,Strong proximity to known manganese occurrence evidence; Moderate satellite spectral evidence; Strong terrain characteristics for exploration prioritization,"Prioritize detailed geological mapping, ground validation, and targeted sampling.",70.94
ZONE_041,4,0,21.501,85.49099999999999,0.3374775946140289,0.0218517649918794,1.223249912261963,1.343644618988037,0.9658187627792358,2.0584216117858887,586.0,1.435529351234436,3.804237365722656,Orissa Deposits,23.357,0.4047690723993759,0.2845201284094517,0.6766505462881374,0.3604321004899038,0.6654459447519119,0.3204235717510251,0.0550000000000001,0.0838811104151644,0.0350046123053458,0.2627898417372103,0.5027079265628984,0.0605538278576695,31.83,LOW,Limited proximity to known manganese occurrence evidence; Moderate satellite spectral evidence; Limited terrain evidence,Maintain as a lower-priority area. Reassess when additional geological evidence becomes available.,27.54
ZONE_042,4,1,21.501,85.493,0.3158893585205078,-0.0101873343810439,1.2451094388961792,1.3278203010559082,1.033238172531128,1.9793041944503784,591.0,0.7002694010734558,8.49109935760498,Orissa Deposits,23.196,0.325500364017497,0.1645162453617854,0.7513538551414718,0.2761504097767373,0.8076126844641442,0.2637112952609357,0.08,0.0409182681644876,0.1505907964319996,0.3220463746779538,0.5119746147047737,0.0855445461953949,35.07,LOW,Limited proximity to known manganese occurrence evidence; Moderate satellite spectral evidence; Limited terrain evidence,Maintain as a lower-priority area. Reassess when additional geological evidence becomes available.,30.65
ZONE_043,4,2,21.501,85.495,0.3488082587718963,0.0410199053585529,1.1371355056762695,1.36702561378479,0.9294188022613524,2.093510150909424,584.0,2.076364755630493,10.457438468933104,Orissa Deposits,23.036,0.4463735420286733,0.3563152574806363,0.3823609571520587,0.484961308034773,0.588689655553811,0.3455754409528286,0.0449999999999999,0.1213265205475787,0.1990841454939235,0.3809348546190643,0.441154387156061,0.1217558518672085,35.32,LOW,Limited proximity to known manganese occurrence evidence; Moderate satellite spectral evidence; Limited terrain evidence,Maintain as a lower-priority area. Reassess when additional geological evidence becomes available.,31.46
ZONE_044,4,3,21.501,85.497,0.3264548480510711,0.0277902390807867,1.1857417821884155,1.3332618474960327,0.954940378665924,2.0024447441101074,593.0,2.756061315536499,10.678234100341797,Orissa Deposits,22.877,0.3642952291876701,0.3067629493374673,0.5484692973397105,0.3051325583935025,0.6425067880844435,0.2802987079272256,0.0899999999999998,0.161042672739978,0.204529350526751,0.4394552815605452,0.4420463875400081,0.1527758742540165,38.32,LOW,Moderate proximity to known manganese occurrence evidence; Moderate satellite spectral evidence; Limited terrain evidence,Maintain as a lower-priority area. Reassess when additional geological evidence becomes available.,34.48
