zone_id,grid_row,grid_col,center_lat,center_lon,min_lat,max_lat,min_lon,max_lon,NDVI,NDMI,RED_BLUE_RATIO,SWIR_RATIO,SWIR_NIR_RATIO,NIR_RED_RATIO,ELEVATION_M,SLOPE_DEG,TERRAIN_ROUGHNESS_M,NEAREST_MN_SITE,DISTANCE_TO_MN_KM
ZONE_045,4,4,21.501,85.499,21.5,21.502,85.498,85.5,0.2896420359611511,-0.0026530281174927,1.2457354068756104,1.3127883672714231,1.0133659839630127,1.8449112176895144,588.0,1.7959206104278564,10.066446304321287,Orissa Deposits,22.719
ZONE_046,4,5,21.501,85.501,21.5,21.502,85.5,85.502,0.3417934775352478,0.0319424122571945,1.186022162437439,1.349761128425598,0.9476549625396729,2.077954769134521,601.0,2.918710231781006,10.83660888671875,Orissa Deposits,22.561
ZONE_047,4,6,21.501,85.503,21.5,21.502,85.502,85.504,0.310365229845047,0.0048181544989347,1.2429401874542236,1.3227250576019287,0.9980615377426147,1.9318628311157229,602.0,3.472679615020752,9.706812858581545,Orissa Deposits,22.404
ZONE_048,4,7,21.501,85.505,21.5,21.502,85.504,85.506,0.2765656113624573,-0.0204595997929573,1.3034892082214355,1.3089649677276611,1.04874849319458,1.7849644422531128,600.0,2.0999717712402344,17.9945125579834,Orissa Deposits,22.248
ZONE_049,4,8,21.501,85.507,21.5,21.502,85.506,85.50800000000001,0.3356238007545471,0.0177087318152189,1.1970608234405518,1.3374061584472656,0.9791028499603271,2.0556328296661377,608.0,8.54036808013916,31.08451271057129,Orissa Deposits,22.093
ZONE_050,4,9,21.501,85.50900000000001,21.5,21.502,85.50800000000001,85.51,0.3992998600006103,0.0820469558238983,1.0921599864959717,1.3903955221176147,0.8575586080551147,2.365363359451294,634.0,13.5903959274292,33.71284103393555,Orissa Deposits,21.939
ZONE_051,5,0,21.499,85.49099999999999,21.498,21.5,85.49,85.49199999999999,0.3017561435699463,0.0193946119397878,1.2348536252975464,1.3218321800231934,0.9752387404441832,1.921776533126831,581.0,3.351814746856689,5.802298545837402,Orissa Deposits,23.497
ZONE_052,5,1,21.499,85.493,21.498,21.5,85.49199999999999,85.494,0.3194568753242492,0.0121302753686904,1.2061508893966677,1.3331611156463623,0.9842491745948792,1.9814472198486328,592.0,2.083483934402466,6.494061470031738,Orissa Deposits,23.337
ZONE_053,5,2,21.499,85.495,21.498,21.5,85.494,85.496,0.3538888692855835,0.0014416693011298,1.164012789726257,1.374049186706543,1.003714084625244,2.117518186569214,595.0,1.6913541555404663,4.855949878692627,Orissa Deposits,23.178
ZONE_054,5,3,21.499,85.497,21.498,21.5,85.496,85.498,0.338424801826477,0.0094397254288196,1.1995770931243896,1.3523842096328735,0.9886613488197328,2.048622369766236,597.0,0.9496831893920898,5.69600248336792,Orissa Deposits,23.02
ZONE_055,5,4,21.499,85.499,21.498,21.5,85.498,85.5,0.3343134820461273,-5.546999091166072e-05,1.2063008546829224,1.3471962213516235,1.0101503133773804,2.036658525466919,599.0,2.1707603931427,5.099019527435303,Orissa Deposits,22.863
ZONE_056,5,5,21.499,85.501,21.498,21.5,85.5,85.502,0.3922530710697174,0.0570276565849781,1.1338757276535034,1.4141640663146973,0.9035931825637816,2.323950290679932,602.0,0.5146805644035339,4.833014011383057,Orissa Deposits,22.706
ZONE_057,5,6,21.499,85.503,21.498,21.5,85.502,85.504,0.3588070571422577,0.0187534727156162,1.183716893196106,1.3753340244293213,0.9744993448257446,2.155457019805908,599.0,1.001596212387085,3.0225489139556885,Orissa Deposits,22.55
ZONE_058,5,7,21.499,85.505,21.498,21.5,85.504,85.506,0.296408861875534,0.0129115181043744,1.2344480752944946,1.3189811706542969,0.9861778020858764,1.886896610260009,595.0,0.6433408856391907,3.784308195114136,Orissa Deposits,22.395
ZONE_059,5,8,21.499,85.507,21.498,21.5,85.506,85.50800000000001,0.2533132135868072,-0.0193548779934644,1.3178677558898926,1.2878835201263428,1.0479892492294312,1.6991475820541382,599.0,0.7918844223022461,10.70594596862793,Orissa Deposits,22.241
ZONE_060,5,9,21.499,85.50900000000001,21.498,21.5,85.50800000000001,85.51,0.2856360673904419,0.0030767091084271,1.2643465995788574,1.31511127948761,1.0018541812896729,1.830876111984253,600.0,3.608682870864868,11.77096176147461,Orissa Deposits,22.088
ZONE_061,6,0,21.497,85.49099999999999,21.496,21.498,85.49,85.49199999999999,0.2750739753246307,0.0228128805756568,1.2894147634506226,1.3038313388824463,0.964786946773529,1.802927017211914,575.0,2.811154842376709,7.1180524826049805,Orissa Deposits,23.639
ZONE_062,6,1,21.497,85.493,21.496,21.498,85.49199999999999,85.494,0.3702600002288818,0.0662443712353706,1.159840106964111,1.3520129919052124,0.886067807674408,2.2247796058654785,585.0,2.913095474243164,7.483314990997314,Orissa Deposits,23.48
ZONE_063,6,2,21.497,85.495,21.496,21.498,85.494,85.496,0.3393711447715759,0.0373743437230587,1.2086987495422363,1.343309760093689,0.935591459274292,2.0599308013916016,596.0,2.1344218254089355,8.0,Orissa Deposits,23.322
ZONE_064,6,3,21.497,85.497,21.496,21.498,85.496,85.498,0.3969790935516357,0.0695976614952087,1.1294498443603516,1.3838796615600586,0.8766975998878479,2.3477253913879395,599.0,2.565091371536255,14.868144989013672,Orissa Deposits,23.165
ZONE_065,6,4,21.497,85.499,21.496,21.498,85.498,85.5,0.4129539430141449,0.0666373670101165,1.1182739734649658,1.4099568128585815,0.8886210918426514,2.4564661979675293,604.0,5.451115608215332,18.017139434814453,Orissa Deposits,23.008
ZONE_066,6,5,21.497,85.501,21.496,21.498,85.5,85.502,0.4465676248073578,0.1071440428495407,1.0796209573745728,1.4591896533966064,0.8116685152053833,2.6394355297088623,605.0,5.8980631828308105,17.473791122436523,Orissa Deposits,22.852
ZONE_067,6,6,21.497,85.503,21.496,21.498,85.502,85.504,0.3665031492710113,0.0513066053390502,1.153006911277771,1.3756295442581177,0.9099816679954528,2.1945321559906006,604.0,1.6722816228866575,14.675081253051758,Orissa Deposits,22.698
ZONE_068,6,7,21.497,85.505,21.496,21.498,85.504,85.506,0.2272417843341827,-0.0541105158627033,1.3054993152618408,1.2759716510772705,1.1244735717773438,1.611409306526184,605.0,1.421857833862305,6.377042293548584,Orissa Deposits,22.544
ZONE_069,6,8,21.497,85.507,21.496,21.498,85.506,85.50800000000001,0.3429366946220398,0.0264253374189138,1.1887357234954834,1.3416283130645752,0.9722620844841005,2.1320254802703857,605.0,2.3189828395843506,11.56623363494873,Orissa Deposits,22.391
ZONE_070,6,9,21.497,85.50900000000001,21.496,21.498,85.50800000000001,85.51,0.4070428907871246,0.0892693400382995,1.1402835845947266,1.3888503313064575,0.8551564812660217,2.453089475631714,606.0,4.630393028259277,12.81600570678711,Orissa Deposits,22.238
ZONE_071,7,0,21.495,85.49099999999999,21.494,21.496,85.49,85.49199999999999,0.2574041783809662,-0.0207793023437261,1.285178780555725,1.2902213335037231,1.0563173294067385,1.7409145832061768,577.0,5.11937952041626,7.251436710357666,Orissa Deposits,23.781
ZONE_072,7,1,21.495,85.493,21.494,21.496,85.49199999999999,85.494,0.3451100885868072,0.0141593487933278,1.1851115226745603,1.3563064336776731,0.9838711023330688,2.082923412322998,594.0,1.705452799797058,7.7188239097595215,Orissa Deposits,23.624
ZONE_073,7,2,21.495,85.495,21.494,21.496,85.494,85.496,0.3325730264186859,0.0023342713247984,1.2088180780410769,1.3496336936950684,1.0041415691375732,2.0313613414764404,588.0,2.927221298217773,8.219219207763672,Orissa Deposits,23.467
ZONE_074,7,3,21.495,85.497,21.494,21.496,85.496,85.498,0.381934106349945,0.0499169155955314,1.1518361568450928,1.3776814937591553,0.9112281799316406,2.26831316947937,615.0,7.291234016418457,14.437604904174805,Orissa Deposits,23.31
ZONE_075,7,4,21.495,85.499,21.494,21.496,85.498,85.5,0.4097689092159271,0.0697306767106056,1.1051865816116333,1.403701901435852,0.8767201900482178,2.416167020797729,641.0,4.599010944366455,18.985374450683597,Orissa Deposits,23.155
ZONE_076,7,5,21.495,85.501,21.494,21.496,85.5,85.502,0.3674027323722839,0.017787592485547,1.1448029279708862,1.3808298110961914,0.9706304669380188,2.186896800994873,648.0,6.39729642868042,18.09849548339844,Orissa Deposits,23.0
ZONE_077,7,6,21.495,85.503,21.494,21.496,85.502,85.504,0.3931814134120941,0.0580510720610618,1.1271153688430786,1.3970928192138672,0.895943820476532,2.3243651390075684,612.0,7.157575130462647,17.537261962890625,Orissa Deposits,22.846
ZONE_078,7,7,21.495,85.505,21.494,21.496,85.504,85.506,0.2543284296989441,-0.0390836112201213,1.2867624759674072,1.2927920818328855,1.099791407585144,1.7394912242889404,606.0,0.7377778887748718,9.899495124816896,Orissa Deposits,22.693
ZONE_079,7,8,21.495,85.507,21.494,21.496,85.506,85.50800000000001,0.3809260725975036,0.0545095726847648,1.1450623273849487,1.3555632829666138,0.9175323843955994,2.301041603088379,617.0,4.335557460784912,12.269604682922363,Orissa Deposits,22.541
ZONE_080,7,9,21.495,85.50900000000001,21.494,21.496,85.50800000000001,85.51,0.4506912529468536,0.1340618580579757,1.084287166595459,1.4233378171920776,0.7692383527755737,2.668091297149658,636.0,6.568723678588867,12.892719268798828,Orissa State,22.39
ZONE_081,8,0,21.493,85.49099999999999,21.492,21.494,85.49,85.49199999999999,0.3392215967178345,0.0541239008307457,1.211925387382507,1.3575594425201416,0.9086049795150756,2.089039802551269,591.0,2.5717432498931885,6.370504856109619,Orissa Deposits,23.925
ZONE_082,8,1,21.493,85.493,21.492,21.494,85.49199999999999,85.494,0.3037783205509186,-0.008640787564218,1.2560774087905884,1.3289860486984253,1.0269685983657837,1.908267378807068,591.0,1.1136900186538696,5.96491813659668,Orissa Deposits,23.768
ZONE_083,8,2,21.493,85.495,21.492,21.494,85.494,85.496,0.3472786247730255,0.0105972616001963,1.1998988389968872,1.366044998168945,0.9846112132072448,2.0874722003936768,599.0,1.4008362293243408,7.5979204177856445,Orissa Deposits,23.612
ZONE_084,8,3,21.493,85.497,21.492,21.494,85.496,85.498,0.3173336684703827,0.0188586600124835,1.2387759685516355,1.3152928352355957,0.9719069600105286,1.9750746488571167,600.0,2.169379711151123,14.591557502746582,Orissa Deposits,23.457
ZONE_085,8,4,21.493,85.499,21.492,21.494,85.498,85.5,0.2894304990768432,-0.035565361380577,1.2541720867156982,1.2909191846847534,1.087079405784607,1.8636460304260247,609.0,7.758382320404053,18.19510078430176,Orissa Deposits,23.303
ZONE_086,8,5,21.493,85.501,21.492,21.494,85.5,85.502,0.3468168973922729,0.007911829277873,1.166569709777832,1.352497696876526,0.9920677542686462,2.0936696529388428,644.0,4.862036228179932,15.609430313110352,Orissa Deposits,23.149
ZONE_087,8,6,21.493,85.503,21.492,21.494,85.502,85.504,0.3861448466777801,0.0372729562222957,1.1230785846710205,1.409203290939331,0.9309356808662416,2.2692549228668213,637.0,5.827637672424316,15.085762977600098,Orissa Deposits,22.996
ZONE_088,8,7,21.493,85.505,21.492,21.494,85.504,85.506,0.3576937019824981,0.0334094539284706,1.1625851392745972,1.368343710899353,0.947685718536377,2.1684658527374268,607.0,3.299776792526245,10.411293983459473,Orissa Deposits,22.844
ZONE_089,8,8,21.493,85.507,21.492,21.494,85.506,85.50800000000001,0.3963725566864013,0.0874049589037895,1.1235507726669312,1.3950740098953247,0.8503960371017456,2.377044916152954,615.0,4.212512493133545,10.608637809753418,Orissa State,22.693
ZONE_090,8,9,21.493,85.50900000000001,21.492,21.494,85.50800000000001,85.51,0.4288552105426788,0.1052014604210853,1.0825538635253906,1.435664176940918,0.8137815594673157,2.518932580947876,637.0,6.483124256134033,10.25778865814209,Orissa State,22.543
ZONE_091,9,0,21.491,85.49099999999999,21.49,21.492,85.49,85.49199999999999,0.293901264667511,-0.0238615870475769,1.254947543144226,1.301762580871582,1.0601930618286133,1.8676762580871584,597.0,1.8988449573516848,2.4494898319244385,Orissa Deposits,24.071
ZONE_092,9,1,21.491,85.493,21.49,21.492,85.49199999999999,85.494,0.3807073533535003,0.0890020206570625,1.127734899520874,1.373645305633545,0.849664568901062,2.302003860473633,593.0,0.755552351474762,3.0,Orissa Deposits,23.915
ZONE_093,9,2,21.491,85.495,21.49,21.492,85.494,85.496,0.4211609661579132,0.1330826878547668,1.076616644859314,1.3991719484329224,0.7772741317749023,2.5204882621765137,593.0,1.9824873208999636,4.149966716766357,Orissa Deposits,23.76
ZONE_094,9,3,21.491,85.497,21.49,21.492,85.496,85.498,0.3650771677494049,0.0743869394063949,1.1590224504470823,1.366421103477478,0.8721001148223877,2.210178136825561,602.0,1.4753111600875854,4.795831680297852,Orissa Deposits,23.605
ZONE_095,9,4,21.491,85.499,21.49,21.492,85.498,85.5,0.2851313352584839,-0.0172322113066911,1.2497928142547607,1.2989444732666016,1.0476099252700806,1.837132334709168,603.0,3.531312942504883,15.847363471984863,Orissa Deposits,23.452
ZONE_096,9,5,21.491,85.501,21.49,21.492,85.5,85.502,0.2919430434703827,-0.0295976400375366,1.2292509078979492,1.2961219549179075,1.072760820388794,1.8605579137802124,625.0,6.4752278327941895,14.862330436706545,Orissa Deposits,23.299
ZONE_097,9,6,21.491,85.503,21.49,21.492,85.502,85.504,0.3238367438316345,-0.0076365577988326,1.202016830444336,1.3262680768966677,1.0266635417938232,2.0072388648986816,634.0,1.4643484354019165,12.667762756347656,Orissa Deposits,23.147
ZONE_098,9,7,21.491,85.505,21.49,21.492,85.504,85.506,0.2696917355060577,0.0036162144970148,1.1865698099136353,1.3432844877243042,1.0038068294525146,1.8373134136199951,616.0,3.928556919097901,11.372481346130373,Orissa State,22.996
ZONE_099,9,8,21.491,85.507,21.49,21.492,85.506,85.50800000000001,0.354828268289566,0.0380779802799224,1.1659621000289917,1.3685027360916138,0.9407735466957092,2.157965660095215,611.0,1.0657780170440674,9.49853801727295,Orissa State,22.846
ZONE_100,9,9,21.491,85.50900000000001,21.49,21.492,85.50800000000001,85.51,0.3067715764045715,0.0333207324147224,1.2105737924575806,1.3356969356536863,0.9460954666137696,1.9554603099823,618.0,5.2442827224731445,9.984362602233888,Orissa State,22.697
