zone_id,grid_row,grid_col,center_lat,center_lon,min_lat,max_lat,min_lon,max_lon,NDVI,NDMI,RED_BLUE_RATIO,SWIR_RATIO,SWIR_NIR_RATIO,NIR_RED_RATIO,ELEVATION_M
ZONE_018,1,7,21.507,85.505,21.506,21.508000000000003,85.504,85.506,0.4704735577106476,0.1576508432626724,1.0475572347640991,1.4518721103668213,0.7335116267204285,2.8061232566833496,680.0
ZONE_019,1,8,21.507,85.507,21.506,21.508000000000003,85.506,85.50800000000001,0.487028568983078,0.1762964129447937,1.0452640056610107,1.4637267589569092,0.703852117061615,2.922694683074951,697.0
ZONE_020,1,9,21.507,85.50900000000001,21.506,21.508000000000003,85.50800000000001,85.51,0.4704014360904693,0.1675996929407119,1.0510362386703491,1.4371403455734253,0.717261552810669,2.799858808517456,742.0
ZONE_021,2,0,21.505000000000003,85.49099999999999,21.504,21.506,85.49,85.49199999999999,0.3533678650856018,0.0421308614313602,1.155081272125244,1.373430848121643,0.9343041181564332,2.152421236038208,581.0
ZONE_022,2,1,21.505000000000003,85.493,21.504,21.506,85.49199999999999,85.494,0.3795354962348938,0.0752651467919349,1.1268649101257324,1.3644496202468872,0.8759636282920837,2.275786876678467,581.0
ZONE_023,2,2,21.505000000000003,85.495,21.504,21.506,85.494,85.496,0.4119995832443237,0.110384427011013,1.103790521621704,1.3797776699066162,0.8129981756210327,2.4550676345825195,609.0
ZONE_024,2,3,21.505000000000003,85.497,21.504,21.506,85.496,85.498,0.4461014568805694,0.1550021469593048,1.0407381057739258,1.4159876108169556,0.7335367202758789,2.620753765106201,641.0
ZONE_025,2,4,21.505000000000003,85.499,21.504,21.506,85.498,85.5,0.3753997683525085,0.0446309745311737,1.1099754571914673,1.3766285181045532,0.9279674291610718,2.227766990661621,652.0
ZONE_026,2,5,21.505000000000003,85.501,21.504,21.506,85.5,85.502,0.3637458980083465,0.0261074602603912,1.1106741428375244,1.382149577140808,0.9621192216873168,2.178638219833374,672.0
ZONE_027,2,6,21.505000000000003,85.503,21.504,21.506,85.502,85.504,0.3824205696582794,0.0446987859904766,1.100188374519348,1.3950544595718384,0.927945077419281,2.2788360118865967,659.0
ZONE_028,2,7,21.505000000000003,85.505,21.504,21.506,85.504,85.506,0.4715454280376434,0.1651117205619812,1.029843807220459,1.44395649433136,0.7216655611991882,2.810328722000122,660.0
ZONE_029,2,8,21.505000000000003,85.507,21.504,21.506,85.506,85.50800000000001,0.4827439486980438,0.1778338551521301,1.0339651107788086,1.4569112062454224,0.7015616297721863,2.885688543319702,690.0
ZONE_030,2,9,21.505000000000003,85.50900000000001,21.504,21.506,85.50800000000001,85.51,0.44526007771492,0.1355126649141311,1.0778357982635498,1.4037245512008667,0.766951858997345,2.6321070194244385,731.0
ZONE_031,3,0,21.503,85.49099999999999,21.502,21.504,85.49,85.49199999999999,0.366017609834671,0.037669114768505,1.15431809425354,1.3733333349227903,0.9356396198272704,2.189977169036865,584.0
ZONE_032,3,1,21.503,85.493,21.502,21.504,85.49199999999999,85.494,0.3890384137630462,0.082118883728981,1.098280429840088,1.3728538751602173,0.8575950860977173,2.3013927936553955,587.0
ZONE_033,3,2,21.503,85.495,21.502,21.504,85.494,85.496,0.4113365113735199,0.0999234467744827,1.0708023309707642,1.3906537294387815,0.8215728998184204,2.413653612136841,611.0
ZONE_034,3,3,21.503,85.497,21.502,21.504,85.496,85.498,0.4058854877948761,0.0987397357821464,1.0643436908721924,1.3834633827209473,0.824935793876648,2.379936933517456,618.0
ZONE_035,3,4,21.503,85.499,21.502,21.504,85.498,85.5,0.4154052138328552,0.1086106225848198,1.059043288230896,1.3934775590896606,0.806786298751831,2.428962230682373,610.0
ZONE_036,3,5,21.503,85.501,21.502,21.504,85.5,85.502,0.3644896447658539,0.0245563276112079,1.103976488113403,1.3773785829544067,0.9632843136787416,2.166128635406494,619.0
ZONE_037,3,6,21.503,85.503,21.502,21.504,85.502,85.504,0.3962965905666351,0.0719425529241561,1.0799682140350342,1.3945780992507937,0.8713103532791138,2.329292297363281,626.0
ZONE_038,3,7,21.503,85.505,21.502,21.504,85.504,85.506,0.4075981974601745,0.0919569358229637,1.0977221727371216,1.3987635374069214,0.842310905456543,2.423186779022217,610.0
ZONE_039,3,8,21.503,85.507,21.502,21.504,85.506,85.50800000000001,0.4607256948947906,0.1490753144025802,1.0494215488433838,1.440902590751648,0.7440323829650879,2.7276451587677,655.0
ZONE_040,3,9,21.503,85.50900000000001,21.502,21.504,85.50800000000001,85.51,0.4611019492149353,0.1608250737190246,1.042383909225464,1.4359196424484253,0.7248089909553528,2.720712661743164,692.0
ZONE_041,4,0,21.501,85.49099999999999,21.5,21.502,85.49,85.49199999999999,0.3374775946140289,0.0218517649918794,1.223249912261963,1.343644618988037,0.9658187627792358,2.0584216117858887,586.0
ZONE_042,4,1,21.501,85.493,21.5,21.502,85.49199999999999,85.494,0.3158893585205078,-0.0101873343810439,1.2451094388961792,1.3278203010559082,1.033238172531128,1.9793041944503784,591.0
ZONE_043,4,2,21.501,85.495,21.5,21.502,85.494,85.496,0.3488082587718963,0.0410199053585529,1.1371355056762695,1.36702561378479,0.9294188022613524,2.093510150909424,584.0
ZONE_044,4,3,21.501,85.497,21.5,21.502,85.496,85.498,0.3264548480510711,0.0277902390807867,1.1857417821884155,1.3332618474960327,0.954940378665924,2.0024447441101074,593.0
ZONE_045,4,4,21.501,85.499,21.5,21.502,85.498,85.5,0.2896420359611511,-0.0026530281174927,1.2457354068756104,1.3127883672714231,1.0133659839630127,1.8449112176895144,588.0
ZONE_046,4,5,21.501,85.501,21.5,21.502,85.5,85.502,0.3417934775352478,0.0319424122571945,1.186022162437439,1.349761128425598,0.9476549625396729,2.077954769134521,601.0
ZONE_047,4,6,21.501,85.503,21.5,21.502,85.502,85.504,0.310365229845047,0.0048181544989347,1.2429401874542236,1.3227250576019287,0.9980615377426147,1.9318628311157229,602.0
ZONE_048,4,7,21.501,85.505,21.5,21.502,85.504,85.506,0.2765656113624573,-0.0204595997929573,1.3034892082214355,1.3089649677276611,1.04874849319458,1.7849644422531128,600.0
ZONE_049,4,8,21.501,85.507,21.5,21.502,85.506,85.50800000000001,0.3356238007545471,0.0177087318152189,1.1970608234405518,1.3374061584472656,0.9791028499603271,2.0556328296661377,608.0
ZONE_050,4,9,21.501,85.50900000000001,21.5,21.502,85.50800000000001,85.51,0.3992998600006103,0.0820469558238983,1.0921599864959717,1.3903955221176147,0.8575586080551147,2.365363359451294,634.0
ZONE_051,5,0,21.499,85.49099999999999,21.498,21.5,85.49,85.49199999999999,0.3017561435699463,0.0193946119397878,1.2348536252975464,1.3218321800231934,0.9752387404441832,1.921776533126831,581.0
ZONE_052,5,1,21.499,85.493,21.498,21.5,85.49199999999999,85.494,0.3194568753242492,0.0121302753686904,1.2061508893966677,1.3331611156463623,0.9842491745948792,1.9814472198486328,592.0
ZONE_053,5,2,21.499,85.495,21.498,21.5,85.494,85.496,0.3538888692855835,0.0014416693011298,1.164012789726257,1.374049186706543,1.003714084625244,2.117518186569214,595.0
ZONE_054,5,3,21.499,85.497,21.498,21.5,85.496,85.498,0.338424801826477,0.0094397254288196,1.1995770931243896,1.3523842096328735,0.9886613488197328,2.048622369766236,597.0
ZONE_055,5,4,21.499,85.499,21.498,21.5,85.498,85.5,0.3343134820461273,-5.546999091166072e-05,1.2063008546829224,1.3471962213516235,1.0101503133773804,2.036658525466919,599.0
ZONE_056,5,5,21.499,85.501,21.498,21.5,85.5,85.502,0.3922530710697174,0.0570276565849781,1.1338757276535034,1.4141640663146973,0.9035931825637816,2.323950290679932,602.0
ZONE_057,5,6,21.499,85.503,21.498,21.5,85.502,85.504,0.3588070571422577,0.0187534727156162,1.183716893196106,1.3753340244293213,0.9744993448257446,2.155457019805908,599.0
ZONE_058,5,7,21.499,85.505,21.498,21.5,85.504,85.506,0.296408861875534,0.0129115181043744,1.2344480752944946,1.3189811706542969,0.9861778020858764,1.8868966102600095,595.0
ZONE_059,5,8,21.499,85.507,21.498,21.5,85.506,85.50800000000001,0.2533132135868072,-0.0193548779934644,1.3178677558898926,1.2878835201263428,1.0479892492294312,1.6991475820541382,599.0
ZONE_060,5,9,21.499,85.50900000000001,21.498,21.5,85.50800000000001,85.51,0.2856360673904419,0.0030767091084271,1.2643465995788574,1.31511127948761,1.0018541812896729,1.830876111984253,600.0
ZONE_061,6,0,21.497,85.49099999999999,21.496,21.498,85.49,85.49199999999999,0.2750739753246307,0.0228128805756568,1.2894147634506226,1.3038313388824463,0.964786946773529,1.802927017211914,575.0
ZONE_062,6,1,21.497,85.493,21.496,21.498,85.49199999999999,85.494,0.3702600002288818,0.0662443712353706,1.159840106964111,1.3520129919052124,0.886067807674408,2.2247796058654785,585.0
ZONE_063,6,2,21.497,85.495,21.496,21.498,85.494,85.496,0.3393711447715759,0.0373743437230587,1.2086987495422363,1.343309760093689,0.935591459274292,2.0599308013916016,596.0
ZONE_064,6,3,21.497,85.497,21.496,21.498,85.496,85.498,0.3969790935516357,0.0695976614952087,1.1294498443603516,1.3838796615600586,0.8766975998878479,2.3477253913879395,599.0
ZONE_065,6,4,21.497,85.499,21.496,21.498,85.498,85.5,0.4129539430141449,0.0666373670101165,1.1182739734649658,1.4099568128585815,0.8886210918426514,2.4564661979675293,604.0
ZONE_066,6,5,21.497,85.501,21.496,21.498,85.5,85.502,0.4465676248073578,0.1071440428495407,1.0796209573745728,1.4591896533966064,0.8116685152053833,2.6394355297088623,605.0
ZONE_067,6,6,21.497,85.503,21.496,21.498,85.502,85.504,0.3665031492710113,0.0513066053390502,1.153006911277771,1.3756295442581177,0.9099816679954528,2.1945321559906006,604.0
ZONE_068,6,7,21.497,85.505,21.496,21.498,85.504,85.506,0.2272417843341827,-0.0541105158627033,1.3054993152618408,1.2759716510772705,1.1244735717773438,1.611409306526184,605.0
ZONE_069,6,8,21.497,85.507,21.496,21.498,85.506,85.50800000000001,0.3429366946220398,0.0264253374189138,1.1887357234954834,1.3416283130645752,0.9722620844841005,2.1320254802703857,605.0
ZONE_070,6,9,21.497,85.50900000000001,21.496,21.498,85.50800000000001,85.51,0.4070428907871246,0.0892693400382995,1.1402835845947266,1.3888503313064575,0.8551564812660217,2.453089475631714,606.0
ZONE_071,7,0,21.495,85.49099999999999,21.494,21.496,85.49,85.49199999999999,0.2574041783809662,-0.0207793023437261,1.285178780555725,1.2902213335037231,1.0563173294067385,1.7409145832061768,577.0
ZONE_072,7,1,21.495,85.493,21.494,21.496,85.49199999999999,85.494,0.3451100885868072,0.0141593487933278,1.1851115226745603,1.3563064336776731,0.9838711023330688,2.082923412322998,594.0
ZONE_073,7,2,21.495,85.495,21.494,21.496,85.494,85.496,0.3325730264186859,0.0023342713247984,1.2088180780410769,1.3496336936950684,1.0041415691375732,2.0313613414764404,588.0
ZONE_074,7,3,21.495,85.497,21.494,21.496,85.496,85.498,0.381934106349945,0.0499169155955314,1.1518361568450928,1.3776814937591553,0.9112281799316406,2.26831316947937,615.0
ZONE_075,7,4,21.495,85.499,21.494,21.496,85.498,85.5,0.4097689092159271,0.0697306767106056,1.1051865816116333,1.403701901435852,0.8767201900482178,2.416167020797729,641.0
ZONE_076,7,5,21.495,85.501,21.494,21.496,85.5,85.502,0.3674027323722839,0.017787592485547,1.1448029279708862,1.3808298110961914,0.9706304669380188,2.186896800994873,648.0
ZONE_077,7,6,21.495,85.503,21.494,21.496,85.502,85.504,0.3931814134120941,0.0580510720610618,1.1271153688430786,1.3970928192138672,0.895943820476532,2.3243651390075684,612.0
ZONE_078,7,7,21.495,85.505,21.494,21.496,85.504,85.506,0.2543284296989441,-0.0390836112201213,1.2867624759674072,1.2927920818328855,1.099791407585144,1.7394912242889404,606.0
ZONE_079,7,8,21.495,85.507,21.494,21.496,85.506,85.50800000000001,0.3809260725975036,0.0545095726847648,1.1450623273849487,1.3555632829666138,0.9175323843955994,2.301041603088379,617.0
ZONE_080,7,9,21.495,85.50900000000001,21.494,21.496,85.50800000000001,85.51,0.4506912529468536,0.1340618580579757,1.084287166595459,1.4233378171920776,0.7692383527755737,2.668091297149658,636.0
ZONE_081,8,0,21.493,85.49099999999999,21.492,21.494,85.49,85.49199999999999,0.3392215967178345,0.0541239008307457,1.211925387382507,1.3575594425201416,0.9086049795150756,2.089039802551269,591.0
ZONE_082,8,1,21.493,85.493,21.492,21.494,85.49199999999999,85.494,0.3037783205509186,-0.008640787564218,1.2560774087905884,1.3289860486984253,1.0269685983657837,1.908267378807068,591.0
ZONE_083,8,2,21.493,85.495,21.492,21.494,85.494,85.496,0.3472786247730255,0.0105972616001963,1.1998988389968872,1.366044998168945,0.9846112132072448,2.0874722003936768,599.0
ZONE_084,8,3,21.493,85.497,21.492,21.494,85.496,85.498,0.3173336684703827,0.0188586600124835,1.2387759685516355,1.3152928352355957,0.9719069600105286,1.9750746488571167,600.0
ZONE_085,8,4,21.493,85.499,21.492,21.494,85.498,85.5,0.2894304990768432,-0.035565361380577,1.2541720867156982,1.2909191846847534,1.087079405784607,1.8636460304260252,609.0
ZONE_086,8,5,21.493,85.501,21.492,21.494,85.5,85.502,0.3468168973922729,0.007911829277873,1.166569709777832,1.352497696876526,0.9920677542686462,2.0936696529388428,644.0
ZONE_087,8,6,21.493,85.503,21.492,21.494,85.502,85.504,0.3861448466777801,0.0372729562222957,1.1230785846710205,1.409203290939331,0.9309356808662416,2.2692549228668213,637.0
ZONE_088,8,7,21.493,85.505,21.492,21.494,85.504,85.506,0.3576937019824981,0.0334094539284706,1.1625851392745972,1.368343710899353,0.947685718536377,2.1684658527374268,607.0
ZONE_089,8,8,21.493,85.507,21.492,21.494,85.506,85.50800000000001,0.3963725566864013,0.0874049589037895,1.1235507726669312,1.3950740098953247,0.8503960371017456,2.377044916152954,615.0
ZONE_090,8,9,21.493,85.50900000000001,21.492,21.494,85.50800000000001,85.51,0.4288552105426788,0.1052014604210853,1.0825538635253906,1.435664176940918,0.8137815594673157,2.518932580947876,637.0
ZONE_091,9,0,21.491,85.49099999999999,21.49,21.492,85.49,85.49199999999999,0.293901264667511,-0.0238615870475769,1.254947543144226,1.301762580871582,1.0601930618286133,1.8676762580871584,597.0
ZONE_092,9,1,21.491,85.493,21.49,21.492,85.49199999999999,85.494,0.3807073533535003,0.0890020206570625,1.127734899520874,1.373645305633545,0.849664568901062,2.302003860473633,593.0
ZONE_093,9,2,21.491,85.495,21.49,21.492,85.494,85.496,0.4211609661579132,0.1330826878547668,1.076616644859314,1.3991719484329224,0.7772741317749023,2.5204882621765137,593.0
ZONE_094,9,3,21.491,85.497,21.49,21.492,85.496,85.498,0.3650771677494049,0.0743869394063949,1.1590224504470823,1.366421103477478,0.8721001148223877,2.210178136825561,602.0
ZONE_095,9,4,21.491,85.499,21.49,21.492,85.498,85.5,0.2851313352584839,-0.0172322113066911,1.2497928142547607,1.2989444732666016,1.0476099252700806,1.8371323347091677,603.0
ZONE_096,9,5,21.491,85.501,21.49,21.492,85.5,85.502,0.2919430434703827,-0.0295976400375366,1.2292509078979492,1.2961219549179075,1.072760820388794,1.8605579137802124,625.0
ZONE_097,9,6,21.491,85.503,21.49,21.492,85.502,85.504,0.3238367438316345,-0.0076365577988326,1.202016830444336,1.3262680768966677,1.0266635417938232,2.0072388648986816,634.0
ZONE_098,9,7,21.491,85.505,21.49,21.492,85.504,85.506,0.2696917355060577,0.0036162144970148,1.1865698099136353,1.3432844877243042,1.0038068294525146,1.8373134136199951,616.0
ZONE_099,9,8,21.491,85.507,21.49,21.492,85.506,85.50800000000001,0.354828268289566,0.0380779802799224,1.1659621000289917,1.3685027360916138,0.9407735466957092,2.157965660095215,611.0
ZONE_100,9,9,21.491,85.50900000000001,21.49,21.492,85.50800000000001,85.51,0.3067715764045715,0.0333207324147224,1.2105737924575806,1.3356969356536863,0.9460954666137696,1.9554603099823,618.0
